date,scale
2022-02-10,1
2022-02-11,1
2022-02-11,1
2022-02-11,1
2022-02-11,1
2022-02-13,1
2022-02-13,1
2022-02-13,1
2022-02-13,1
2022-02-13,1
2022-02-13,1
2022-02-13,1
2022-02-14,1
2022-02-14,1
2022-02-14,1
2022-02-14,1
2022-02-14,1
2022-02-14,0.5
2022-02-15,1
2022-02-15,1
2022-02-15,1
2022-02-15,1
2022-02-16,1
2022-02-16,1
2022-02-16,1
2022-02-16,1
2022-02-16,1
2022-02-16,1
2022-02-16,1
2022-02-17,1
2022-02-17,1
2022-02-17,1
2022-02-17,1
2022-02-17,1
2022-02-19,1
2022-02-19,1
2022-02-19,1
2022-02-19,1
2022-02-19,1
2022-02-19,1
2022-02-19,1
2022-02-20,1
2022-02-20,1
2022-02-20,1
2022-02-20,1
2022-02-20,1
2022-02-20,1
2022-02-20,0.5
2022-02-21,1
2022-02-21,1
2022-02-21,1
2022-02-22,1
2022-02-22,1
2022-02-22,1
2022-02-22,1
2022-02-22,1
2022-02-24,1
2022-02-24,1
2022-02-24,1
2022-02-24,1
2022-02-25,1
2022-02-25,1
2022-02-25,1
2022-02-25,1
2022-02-25,1
2022-02-26,1
2022-02-26,1
2022-02-26,1
2022-02-26,1
2022-02-26,1
2022-02-26,1
2022-02-26,1
2022-02-27,1
2022-02-27,1
2022-02-27,1
2022-02-27,1
2022-02-27,1
2022-02-27,0.5
2022-02-28,1
2022-02-28,1
2022-02-28,1
2022-02-28,0.5
2022-03-01,1
2022-03-01,1
2022-03-01,1
2022-03-01,1
2022-03-01,1
2022-03-01,1
2022-03-01,1
2022-03-03,1
2022-03-03,1
2022-03-03,1
2022-03-03,1
2022-03-04,1
2022-03-04,1
2022-03-04,1
2022-03-04,0.5
2022-03-05,1
2022-03-05,1
2022-03-05,1
2022-03-05,1
2022-03-05,0.5
2022-03-06,1
2022-03-06,1
2022-03-06,1
2022-03-06,1
2022-03-08,1
2022-03-08,1
2022-03-08,1
2022-03-08,1
2022-03-08,1
2022-03-08,0.5
2022-03-09,1
2022-03-09,1
2022-03-09,1
2022-03-09,1
2022-03-09,1
2022-03-09,1
2022-03-09,0.5
2022-03-10,1
2022-03-10,1
2022-03-10,1
2022-03-11,1
2022-03-11,1
2022-03-11,1
2022-03-11,1
2022-03-11,1
2022-03-13,1
2022-03-13,1
2022-03-13,1
2022-03-13,1
2022-03-13,1
2022-03-14,1
2022-03-14,1
2022-03-14,1
2022-03-14,1
2022-03-15,1
2022-03-15,1
2022-03-15,1
2022-03-15,1
2022-03-15,1
2022-03-15,1
2022-03-15,0.5
2022-03-16,1
2022-03-16,1
2022-03-16,1
2022-03-16,1
2022-03-18,1
2022-03-18,1
2022-03-18,1
2022-03-18,0.5
2022-03-19,1
2022-03-19,1
2022-03-19,1
2022-03-19,1
2022-03-19,1
2022-03-19,0.5
2022-03-20,1
2022-03-20,1
2022-03-20,1
2022-03-20,1
2022-03-20,1
2022-03-20,1
2022-03-20,1
2022-03-21,1
2022-03-21,1
2022-03-21,1
2022-03-21,1
2022-03-23,1
2022-03-23,1
2022-03-23,1
2022-03-23,1
2022-03-24,1
2022-03-24,1
2022-03-24,1
2022-03-24,1
2022-03-24,1
2022-03-24,1
2022-03-25,1
2022-03-25,1
2022-03-25,1
2022-03-25,1
2022-03-25,1
2022-03-25,1
2022-03-26,1
2022-03-26,1
2022-03-26,1
2022-03-26,0.5
2022-03-28,1
2022-03-28,1
2022-03-28,1
2022-03-28,1
2022-03-28,1
2022-03-29,1
2022-03-29,1
2022-03-29,1
2022-03-29,1
2022-03-29,1
2022-03-29,1
2022-03-29,1
2022-03-30,1
2022-03-30,1
2022-03-30,1
2022-03-31,1
2022-03-31,1
2022-03-31,1
2022-03-31,1
2022-04-02,1
2022-04-02,1
2022-04-02,1
2022-04-02,1
2022-04-02,1
2022-04-02,0.5
2022-04-03,1
2022-04-03,1
2022-04-03,1
2022-04-03,1
2022-04-03,1
2022-04-03,1
2022-04-03,0.5
2022-04-04,1
2022-04-04,1
2022-04-04,1
2022-04-05,1
2022-04-05,1
2022-04-05,1
2022-04-05,1
2022-04-05,1
2022-04-07,1
2022-04-07,1
2022-04-07,1
2022-04-07,1
2022-04-07,1
2022-04-08,1
2022-04-08,1
2022-04-08,1
2022-04-08,1
2022-04-09,1
2022-04-09,1
2022-04-09,1
2022-04-09,1
2022-04-09,1
2022-04-09,1
2022-04-10,1
2022-04-10,1
2022-04-10,1
2022-04-10,1
2022-04-12,1
2022-04-12,1
2022-04-12,1
2022-04-12,0.5
2022-04-13,1
2022-04-13,1
2022-04-13,1
2022-04-13,1
2022-04-13,1
2022-04-13,0.5
2022-04-14,1
2022-04-14,1
2022-04-14,1
2022-04-14,1
2022-04-14,1
2022-04-14,1
2022-04-14,1
2022-04-15,1
2022-04-15,1
2022-04-15,1
2022-04-15,1
2022-04-17,1
2022-04-17,1
2022-04-17,1
2022-04-17,1
2022-04-18,1
2022-04-18,1
2022-04-18,1
2022-04-18,1
2022-04-18,1
2022-04-18,1
2022-04-19,1
2022-04-19,1
2022-04-19,1
2022-04-19,1
2022-04-19,1
2022-04-19,1
2022-04-20,1
2022-04-20,1
2022-04-20,1
2022-04-20,0.5
2022-04-22,1
2022-04-22,1
2022-04-22,1
2022-04-22,1
2022-04-22,1
2022-04-23,1
2022-04-23,1
2022-04-23,1
2022-04-23,1
2022-04-23,1
2022-04-23,1
2022-04-23,0.5
2022-04-24,1
2022-04-24,1
2022-04-24,1
2022-04-25,1
2022-04-25,1
2022-04-25,1
2022-04-25,1
2022-04-27,1
2022-04-27,1
2022-04-27,1
2022-04-27,1
2022-04-27,1
2022-04-27,0.5
2022-04-28,1
2022-04-28,1
2022-04-28,1
2022-04-28,1
2022-04-28,1
2022-04-28,1
2022-04-28,0.5
2022-04-29,1
2022-04-29,1
2022-04-29,1
2022-04-30,1
2022-04-30,1
2022-04-30,1
2022-04-30,1
2022-04-30,1
2022-05-02,1
2022-05-02,1
2022-05-02,1
2022-05-02,1
2022-05-02,1
2022-05-03,1
2022-05-03,1
2022-05-03,1
2022-05-03,1
2022-05-04,1
2022-05-04,1
2022-05-04,1
2022-05-04,1
2022-05-04,1
2022-05-04,1
2022-05-04,0.5
2022-05-05,1
2022-05-05,1
2022-05-05,1
2022-05-05,1
2022-05-07,1
2022-05-07,1
2022-05-07,1
2022-05-07,0.5
2022-05-08,1
2022-05-08,1
2022-05-08,1
2022-05-08,1
2022-05-08,1
2022-05-08,0.5
2022-05-09,1
2022-05-09,1
2022-05-09,1
2022-05-09,1
2022-05-11,1
2022-05-11,1
2022-05-11,1
2022-05-11,1
2022-05-11,1
2022-05-11,0.5
2022-05-12,1
2022-05-12,1
2022-05-12,1
2022-05-12,1
2022-05-12,1
2022-05-12,1
2022-05-12,0.5
2022-05-13,1
2022-05-13,1
2022-05-13,1
2022-05-14,1
2022-05-14,1
2022-05-14,1
2022-05-14,1
2022-05-14,1
2022-05-16,1
2022-05-16,1
2022-05-16,1
2022-05-16,1
2022-05-16,1
2022-05-17,1
2022-05-17,1
2022-05-17,1
2022-05-17,1
2022-05-18,1
2022-05-18,1
2022-05-18,1
2022-05-18,1
2022-05-18,1
2022-05-18,1
2022-05-18,0.5
2022-05-19,1
2022-05-19,1
2022-05-19,1
2022-05-19,1
2022-05-21,1
2022-05-21,1
2022-05-21,1
2022-05-21,0.5
2022-05-22,1
2022-05-22,1
2022-05-22,1
2022-05-22,1
2022-05-22,1
2022-05-22,0.5
2022-05-23,1
2022-05-23,1
2022-05-23,1
2022-05-23,1
2022-05-23,1
2022-05-23,1
2022-05-23,1
2022-05-24,1
2022-05-24,1
2022-05-24,1
2022-05-24,1
2022-05-26,1
2022-05-26,1
2022-05-26,1
2022-05-26,1
2022-05-27,1
2022-05-27,1
2022-05-27,1
2022-05-27,1
2022-05-27,1
2022-05-27,1
2022-05-28,1
2022-05-28,1
2022-05-28,1
2022-05-28,1
2022-05-28,1
2022-05-28,1
2022-05-29,1
2022-05-29,1
2022-05-29,1
2022-05-29,0.5
2022-05-31,1
2022-05-31,1
2022-05-31,1
2022-05-31,1
2022-05-31,1
2022-05-31,1
2022-05-31,1
2022-06-01,1
2022-06-01,1
2022-06-01,1
2022-06-01,1
2022-06-01,1
2022-06-01,1
2022-06-01,1
2022-06-01,0.5
2022-06-02,1
2022-06-02,1
2022-06-02,1
2022-06-03,1
2022-06-03,1
2022-06-03,1
2022-06-03,1
2022-06-05,1
2022-06-05,1
2022-06-05,1
2022-06-05,1
2022-06-05,1
2022-06-05,0.5
2022-06-06,1
2022-06-06,1
2022-06-06,1
2022-06-06,1
2022-06-06,1
2022-06-06,1
2022-06-06,0.5
2022-06-07,1
2022-06-07,1
2022-06-07,1
2022-06-08,1
2022-06-08,1
2022-06-08,1
2022-06-08,1
2022-06-08,1
2022-06-10,1
2022-06-10,1
2022-06-10,1
2022-06-10,1
2022-06-10,1
2022-06-11,1
2022-06-11,1
2022-06-11,1
2022-06-11,1
2022-06-12,1
2022-06-12,1
2022-06-12,1
2022-06-12,1
2022-06-12,1
2022-06-12,1
2022-06-12,0.5
2022-06-13,1
2022-06-13,1
2022-06-13,1
2022-06-13,1
2022-06-15,1
2022-06-15,1
2022-06-15,1
2022-06-15,0.5
2022-06-16,1
2022-06-16,1
2022-06-16,1
2022-06-16,1
2022-06-16,1
2022-06-16,1
2022-06-16,0.5
2022-06-17,1
2022-06-17,1
2022-06-17,1
2022-06-17,1
2022-06-17,1
2022-06-17,1
2022-06-17,1
2022-06-18,1
2022-06-18,1
2022-06-18,1
2022-06-18,1
2022-06-20,1
2022-06-20,1
2022-06-20,1
2022-06-20,1
2022-06-21,1
2022-06-21,1
2022-06-21,1
2022-06-21,1
2022-06-21,1
2022-06-21,1
2022-06-22,1
2022-06-22,1
2022-06-22,1
2022-06-22,1
2022-06-22,1
2022-06-22,1
2022-06-23,1
2022-06-23,1
2022-06-23,1
2022-06-23,0.5
2022-06-25,1
2022-06-25,1
2022-06-25,1
2022-06-25,1
2022-06-25,1
2022-06-26,1
2022-06-26,1
2022-06-26,1
2022-06-26,1
2022-06-26,1
2022-06-26,1
2022-06-26,0.5
2022-06-27,1
2022-06-27,1
2022-06-27,1
2022-06-28,1
2022-06-28,1
2022-06-28,1
2022-06-28,1
2022-06-30,1
2022-06-30,1
2022-06-30,1
2022-06-30,1
2022-06-30,1
2022-06-30,0.5
2022-07-01,1
2022-07-01,1
2022-07-01,1
2022-07-01,1
2022-07-01,1
2022-07-01,1
2022-07-01,0.5
2022-07-02,1
2022-07-02,1
2022-07-02,1
2022-07-03,1
2022-07-03,1
2022-07-03,1
2022-07-03,1
2022-07-03,1
2022-07-05,1
2022-07-05,1
2022-07-05,1
2022-07-05,1
2022-07-05,1
2022-07-06,1
2022-07-06,1
2022-07-06,1
2022-07-06,1
2022-07-07,1
2022-07-07,1
2022-07-07,1
2022-07-07,1
2022-07-07,1
2022-07-07,1
2022-07-07,0.5
2022-07-08,1
2022-07-08,1
2022-07-08,1
2022-07-08,1
2022-07-10,1
2022-07-10,1
2022-07-10,1
2022-07-10,0.5
2022-07-11,1
2022-07-11,1
2022-07-11,1
2022-07-11,1
2022-07-11,1
2022-07-11,0.5



